circuit_name,num_qubits,attack_type,noise_rate,tvd,risk_score,expected_label,predicted_label,correct
hhl_n7.qasm,7,Multiple Gate Insertion,0.03,0.965,91.04,1,1,True
hhl_n7.qasm,7,Normal,0.04,0.96,29.99,0,0,True
hhl_n7.qasm,7,Gate Insertion,0.04,0.97,95.77,1,1,True
hhl_n7.qasm,7,Gate Deletion,0.04,0.97,68.49,1,1,True
hhl_n7.qasm,7,Gate Substitution,0.04,0.955,59.2,1,1,True
hhl_n7.qasm,7,Multiple Gate Insertion,0.04,0.975,91.04,1,1,True
hhl_n7.qasm,7,Normal,0.05,0.97,29.99,0,0,True
hhl_n7.qasm,7,Gate Insertion,0.05,0.975,95.77,1,1,True
hhl_n7.qasm,7,Gate Deletion,0.05,0.97,68.49,1,1,True
hhl_n7.qasm,7,Gate Substitution,0.05,0.95,59.2,1,1,True
hhl_n7.qasm,7,Multiple Gate Insertion,0.05,0.97,91.04,1,1,True
hs4_n4.qasm,4,Normal,0.005,0.07,2.76,0,0,True
hs4_n4.qasm,4,Gate Insertion,0.005,0.99,97.85,1,1,True
hs4_n4.qasm,4,Gate Deletion,0.005,0.99,96.61,1,1,True
hs4_n4.qasm,4,Gate Substitution,0.005,0.55,98.62,1,1,True
hs4_n4.qasm,4,Multiple Gate Insertion,0.005,0.525,99.04,1,1,True
hs4_n4.qasm,4,Normal,0.01,0.205,13.97,0,0,True
hs4_n4.qasm,4,Gate Insertion,0.01,0.97,97.9,1,1,True
hs4_n4.qasm,4,Gate Deletion,0.01,0.985,96.69,1,1,True
hs4_n4.qasm,4,Gate Substitution,0.01,0.655,98.63,1,1,True
hs4_n4.qasm,4,Multiple Gate Insertion,0.01,0.57,99.07,1,1,True
hs4_n4.qasm,4,Normal,0.02,0.365,62.49,0,1,False
hs4_n4.qasm,4,Gate Insertion,0.02,0.95,98.37,1,1,True
hs4_n4.qasm,4,Gate Deletion,0.02,0.97,97.43,1,1,True
hs4_n4.qasm,4,Gate Substitution,0.02,0.64,98.94,1,1,True
hs4_n4.qasm,4,Multiple Gate Insertion,0.02,0.64,99.28,1,1,True
hs4_n4.qasm,4,Normal,0.03,0.465,87.27,0,1,False
hs4_n4.qasm,4,Gate Insertion,0.03,0.925,98.37,1,1,True
hs4_n4.qasm,4,Gate Deletion,0.03,0.925,97.43,1,1,True
hs4_n4.qasm,4,Gate Substitution,0.03,0.62,98.94,1,1,True
hs4_n4.qasm,4,Multiple Gate Insertion,0.03,0.76,99.28,1,1,True
hs4_n4.qasm,4,Normal,0.04,0.605,96.08,0,1,False
hs4_n4.qasm,4,Gate Insertion,0.04,0.88,98.37,1,1,True
hs4_n4.qasm,4,Gate Deletion,0.04,0.94,97.43,1,1,True
hs4_n4.qasm,4,Gate Substitution,0.04,0.755,98.94,1,1,True
hs4_n4.qasm,4,Multiple Gate Insertion,0.04,0.735,99.28,1,1,True
hs4_n4.qasm,4,Normal,0.05,0.665,96.08,0,1,False
hs4_n4.qasm,4,Gate Insertion,0.05,0.92,98.37,1,1,True
hs4_n4.qasm,4,Gate Deletion,0.05,0.91,97.43,1,1,True
hs4_n4.qasm,4,Gate Substitution,0.05,0.775,98.94,1,1,True
hs4_n4.qasm,4,Multiple Gate Insertion,0.05,0.775,99.28,1,1,True
inverseqft_n4.qasm,4,Normal,0.005,0.015,3.55,0,0,True
inverseqft_n4.qasm,4,Normal,0.01,0.045,3.9,0,0,True
inverseqft_n4.qasm,4,Normal,0.02,0.065,4.28,0,0,True
inverseqft_n4.qasm,4,Normal,0.03,0.17,25.29,0,0,True
inverseqft_n4.qasm,4,Normal,0.04,0.15,14.61,0,0,True
inverseqft_n4.qasm,4,Normal,0.05,0.17,25.29,0,0,True
ising_n10.qasm,10,Normal,0.005,0.775,40.23,0,0,True
ising_n10.qasm,10,Gate Insertion,0.005,0.795,89.56,1,1,True
ising_n10.qasm,10,Gate Deletion,0.005,0.75,87.72,1,1,True
ising_n10.qasm,10,Gate Substitution,0.005,0.76,86.06,1,1,True
ising_n10.qasm,10,Multiple Gate Insertion,0.005,0.89,91.97,1,1,True
ising_n10.qasm,10,Normal,0.01,0.815,38.69,0,0,True
ising_n10.qasm,10,Gate Insertion,0.01,0.87,88.97,1,1,True
ising_n10.qasm,10,Gate Deletion,0.01,0.795,87.73,1,1,True
ising_n10.qasm,10,Gate Substitution,0.01,0.845,85.27,1,1,True
ising_n10.qasm,10,Multiple Gate Insertion,0.01,0.87,91.49,1,1,True
ising_n10.qasm,10,Normal,0.02,0.83,37.39,0,0,True
ising_n10.qasm,10,Gate Insertion,0.02,0.845,89.4,1,1,True
ising_n10.qasm,10,Gate Deletion,0.02,0.85,88.68,1,1,True
ising_n10.qasm,10,Gate Substitution,0.02,0.915,84.56,1,1,True
ising_n10.qasm,10,Multiple Gate Insertion,0.02,0.895,91.05,1,1,True
ising_n10.qasm,10,Normal,0.03,0.905,37.39,0,0,True
ising_n10.qasm,10,Gate Insertion,0.03,0.905,89.41,1,1,True
ising_n10.qasm,10,Gate Deletion,0.03,0.905,88.68,1,1,True
ising_n10.qasm,10,Gate Substitution,0.03,0.885,84.56,1,1,True
ising_n10.qasm,10,Multiple Gate Insertion,0.03,0.905,91.05,1,1,True
ising_n10.qasm,10,Normal,0.04,0.9,37.39,0,0,True
ising_n10.qasm,10,Gate Insertion,0.04,0.905,89.41,1,1,True
ising_n10.qasm,10,Gate Deletion,0.04,0.9,88.68,1,1,True
ising_n10.qasm,10,Gate Substitution,0.04,0.91,84.56,1,1,True
ising_n10.qasm,10,Multiple Gate Insertion,0.04,0.895,91.05,1,1,True
ising_n10.qasm,10,Normal,0.05,0.9,37.39,0,0,True
ising_n10.qasm,10,Gate Insertion,0.05,0.9,89.41,1,1,True
ising_n10.qasm,10,Gate Deletion,0.05,0.895,88.68,1,1,True
ising_n10.qasm,10,Gate Substitution,0.05,0.885,84.56,1,1,True
ising_n10.qasm,10,Multiple Gate Insertion,0.05,0.885,91.05,1,1,True
iswap_n2.qasm,2,Normal,0.005,0.03,5.15,0,0,True
iswap_n2.qasm,2,Gate Insertion,0.005,0.98,99.52,1,1,True
iswap_n2.qasm,2,Gate Deletion,0.005,0.98,98.82,1,1,True
iswap_n2.qasm,2,Gate Substitution,0.005,0.57,98.82,1,1,True
iswap_n2.qasm,2,Multiple Gate Insertion,0.005,0.995,98.82,1,1,True
iswap_n2.qasm,2,Normal,0.01,0.08,6.01,0,0,True
iswap_n2.qasm,2,Gate Insertion,0.01,0.98,99.53,1,1,True
iswap_n2.qasm,2,Gate Deletion,0.01,0.985,98.84,1,1,True
iswap_n2.qasm,2,Gate Substitution,0.01,0.545,98.84,1,1,True
iswap_n2.qasm,2,Multiple Gate Insertion,0.01,0.96,98.84,1,1,True
iswap_n2.qasm,2,Normal,0.02,0.135,20.07,0,0,True
iswap_n2.qasm,2,Gate Insertion,0.02,0.945,99.64,1,1,True
iswap_n2.qasm,2,Gate Deletion,0.02,0.955,99.11,1,1,True
iswap_n2.qasm,2,Gate Substitution,0.02,0.535,99.11,1,1,True
iswap_n2.qasm,2,Multiple Gate Insertion,0.02,0.955,99.11,1,1,True
iswap_n2.qasm,2,Normal,0.03,0.12,10.58,0,0,True
iswap_n2.qasm,2,Gate Insertion,0.03,0.945,99.64,1,1,True
iswap_n2.qasm,2,Gate Deletion,0.03,0.95,99.11,1,1,True
iswap_n2.qasm,2,Gate Substitution,0.03,0.54,99.11,1,1,True
iswap_n2.qasm,2,Multiple Gate Insertion,0.03,0.92,99.11,1,1,True
iswap_n2.qasm,2,Normal,0.04,0.225,50.9,0,1,False
iswap_n2.qasm,2,Gate Insertion,0.04,0.91,99.64,1,1,True
iswap_n2.qasm,2,Gate Deletion,0.04,0.915,99.11,1,1,True
iswap_n2.qasm,2,Gate Substitution,0.04,0.545,99.11,1,1,True
iswap_n2.qasm,2,Multiple Gate Insertion,0.04,0.93,99.11,1,1,True
iswap_n2.qasm,2,Normal,0.05,0.31,80.85,0,1,False
iswap_n2.qasm,2,Gate Insertion,0.05,0.93,99.64,1,1,True
iswap_n2.qasm,2,Gate Deletion,0.05,0.9,99.11,1,1,True
iswap_n2.qasm,2,Gate Substitution,0.05,0.59,99.11,1,1,True
iswap_n2.qasm,2,Multiple Gate Insertion,0.05,0.92,99.11,1,1,True
linearsolver_n3.qasm,3,Normal,0.005,0.095,5.8,0,0,True
linearsolver_n3.qasm,3,Gate Insertion,0.005,0.98,98.13,1,1,True
linearsolver_n3.qasm,3,Gate Deletion,0.005,0.055,4.3,1,0,False
linearsolver_n3.qasm,3,Gate Substitution,0.005,0.475,97.73,1,1,True
linearsolver_n3.qasm,3,Multiple Gate Insertion,0.005,0.835,99.23,1,1,True
linearsolver_n3.qasm,3,Normal,0.01,0.095,6.36,0,0,True
linearsolver_n3.qasm,3,Gate Insertion,0.01,0.96,98.18,1,1,True
linearsolver_n3.qasm,3,Gate Deletion,0.01,0.145,10.71,1,0,False
linearsolver_n3.qasm,3,Gate Substitution,0.01,0.52,98.18,1,1,True
linearsolver_n3.qasm,3,Multiple Gate Insertion,0.01,0.825,99.25,1,1,True
linearsolver_n3.qasm,3,Normal,0.02,0.205,14.23,0,0,True
linearsolver_n3.qasm,3,Gate Insertion,0.02,0.9,98.59,1,1,True
linearsolver_n3.qasm,3,Gate Deletion,0.02,0.19,14.23,1,0,False
linearsolver_n3.qasm,3,Gate Substitution,0.02,0.555,98.59,1,1,True
linearsolver_n3.qasm,3,Multiple Gate Insertion,0.02,0.815,99.42,1,1,True
linearsolver_n3.qasm,3,Normal,0.03,0.305,65.19,0,1,False
linearsolver_n3.qasm,3,Gate Insertion,0.03,0.855,98.59,1,1,True
linearsolver_n3.qasm,3,Gate Deletion,0.03,0.29,65.19,1,1,True
linearsolver_n3.qasm,3,Gate Substitution,0.03,0.59,98.59,1,1,True
linearsolver_n3.qasm,3,Multiple Gate Insertion,0.03,0.765,99.42,1,1,True
linearsolver_n3.qasm,3,Normal,0.04,0.385,84.11,0,1,False
linearsolver_n3.qasm,3,Gate Insertion,0.04,0.845,98.59,1,1,True
linearsolver_n3.qasm,3,Gate Deletion,0.04,0.37,83.52,1,1,True
linearsolver_n3.qasm,3,Gate Substitution,0.04,0.645,98.59,1,1,True
linearsolver_n3.qasm,3,Multiple Gate Insertion,0.04,0.775,99.42,1,1,True
linearsolver_n3.qasm,3,Normal,0.05,0.435,91.62,0,1,False
linearsolver_n3.qasm,3,Gate Insertion,0.05,0.84,98.59,1,1,True
linearsolver_n3.qasm,3,Gate Deletion,0.05,0.385,84.11,1,1,True
linearsolver_n3.qasm,3,Gate Substitution,0.05,0.6,98.59,1,1,True
linearsolver_n3.qasm,3,Multiple Gate Insertion,0.05,0.77,99.42,1,1,True
lpn_n5.qasm,5,Normal,0.005,0.055,4.12,0,0,True
lpn_n5.qasm,5,Gate Insertion,0.005,0.5,98.64,1,1,True
lpn_n5.qasm,5,Gate Deletion,0.005,0.52,98.77,1,1,True
lpn_n5.qasm,5,Gate Substitution,0.005,0.565,98.79,1,1,True
lpn_n5.qasm,5,Multiple Gate Insertion,0.005,0.995,99.44,1,1,True
lpn_n5.qasm,5,Normal,0.01,0.085,4.53,0,0,True
lpn_n5.qasm,5,Gate Insertion,0.01,0.555,98.67,1,1,True
lpn_n5.qasm,5,Gate Deletion,0.01,0.555,98.8,1,1,True
lpn_n5.qasm,5,Gate Substitution,0.01,0.535,98.81,1,1,True
lpn_n5.qasm,5,Multiple Gate Insertion,0.01,0.985,99.46,1,1,True
lpn_n5.qasm,5,Normal,0.02,0.135,15.22,0,0,True
lpn_n5.qasm,5,Gate Insertion,0.02,0.585,98.97,1,1,True
lpn_n5.qasm,5,Gate Deletion,0.02,0.54,99.07,1,1,True
lpn_n5.qasm,5,Gate Substitution,0.02,0.505,99.08,1,1,True
lpn_n5.qasm,5,Multiple Gate Insertion,0.02,0.975,99.58,1,1,True
lpn_n5.qasm,5,Normal,0.03,0.17,27.61,0,0,True
lpn_n5.qasm,5,Gate Insertion,0.03,0.595,98.97,1,1,True
lpn_n5.qasm,5,Gate Deletion,0.03,0.555,99.07,1,1,True
lpn_n5.qasm,5,Gate Substitution,0.03,0.55,99.08,1,1,True
lpn_n5.qasm,5,Multiple Gate Insertion,0.03,0.975,99.58,1,1,True
lpn_n5.qasm,5,Normal,0.04,0.25,42.57,0,0,True
lpn_n5.qasm,5,Gate Insertion,0.04,0.59,98.97,1,1,True
lpn_n5.qasm,5,Gate Deletion,0.04,0.63,99.07,1,1,True
lpn_n5.qasm,5,Gate Substitution,0.04,0.565,99.08,1,1,True
lpn_n5.qasm,5,Multiple Gate Insertion,0.04,0.955,99.58,1,1,True
lpn_n5.qasm,5,Normal,0.05,0.27,42.57,0,0,True
lpn_n5.qasm,5,Gate Insertion,0.05,0.68,98.97,1,1,True
lpn_n5.qasm,5,Gate Deletion,0.05,0.585,99.07,1,1,True
lpn_n5.qasm,5,Gate Substitution,0.05,0.585,99.08,1,1,True
lpn_n5.qasm,5,Multiple Gate Insertion,0.05,0.975,99.58,1,1,True
qaoa_n3.qasm,3,Normal,0.005,0.065,10.03,0,0,True
qaoa_n3.qasm,3,Gate Insertion,0.005,0.32,93.04,1,1,True
qaoa_n3.qasm,3,Gate Deletion,0.005,0.335,94.52,1,1,True
qaoa_n3.qasm,3,Gate Substitution,0.005,0.165,99.42,1,1,True
qaoa_n3.qasm,3,Multiple Gate Insertion,0.005,0.075,99.8,1,1,True
qaoa_n3.qasm,3,Normal,0.01,0.085,10.4,0,0,True
qaoa_n3.qasm,3,Gate Insertion,0.01,0.29,91.76,1,1,True
qaoa_n3.qasm,3,Gate Deletion,0.01,0.355,94.39,1,1,True
qaoa_n3.qasm,3,Gate Substitution,0.01,0.15,99.3,1,1,True
qaoa_n3.qasm,3,Multiple Gate Insertion,0.01,0.08,99.77,1,1,True
qaoa_n3.qasm,3,Normal,0.02,0.14,36.47,0,0,True
qaoa_n3.qasm,3,Gate Insertion,0.02,0.295,86.88,1,1,True
qaoa_n3.qasm,3,Gate Deletion,0.02,0.295,86.88,1,1,True
qaoa_n3.qasm,3,Gate Substitution,0.02,0.195,98.8,1,1,True
qaoa_n3.qasm,3,Multiple Gate Insertion,0.02,0.115,99.46,1,1,True
qaoa_n3.qasm,3,Normal,0.03,0.11,14.49,0,0,True
qaoa_n3.qasm,3,Gate Insertion,0.03,0.305,86.88,1,1,True
qaoa_n3.qasm,3,Gate Deletion,0.03,0.22,61.92,1,1,True
qaoa_n3.qasm,3,Gate Substitution,0.03,0.16,98.79,1,1,True
qaoa_n3.qasm,3,Multiple Gate Insertion,0.03,0.145,99.42,1,1,True
qaoa_n3.qasm,3,Normal,0.04,0.145,36.47,0,0,True
qaoa_n3.qasm,3,Gate Insertion,0.04,0.22,61.92,1,1,True
qaoa_n3.qasm,3,Gate Deletion,0.04,0.295,86.88,1,1,True
qaoa_n3.qasm,3,Gate Substitution,0.04,0.205,98.8,1,1,True
qaoa_n3.qasm,3,Multiple Gate Insertion,0.04,0.14,99.42,1,1,True
qaoa_n3.qasm,3,Normal,0.05,0.185,45.55,0,0,True
qaoa_n3.qasm,3,Gate Insertion,0.05,0.2,45.55,1,0,False
qaoa_n3.qasm,3,Gate Deletion,0.05,0.27,61.92,1,1,True
qaoa_n3.qasm,3,Gate Substitution,0.05,0.235,97.96,1,1,True
qaoa_n3.qasm,3,Multiple Gate Insertion,0.05,0.19,99.18,1,1,True
qaoa_n6.qasm,6,Normal,0.005,0.305,30.69,0,0,True
qaoa_n6.qasm,6,Gate Insertion,0.005,0.475,94.31,1,1,True
qaoa_n6.qasm,6,Gate Deletion,0.005,0.39,39.06,1,0,False
qaoa_n6.qasm,6,Gate Substitution,0.005,0.395,91.29,1,1,True
qaoa_n6.qasm,6,Multiple Gate Insertion,0.005,0.475,99.74,1,1,True
qaoa_n6.qasm,6,Normal,0.01,0.375,33.18,0,0,True
qaoa_n6.qasm,6,Gate Insertion,0.01,0.425,89.31,1,1,True
qaoa_n6.qasm,6,Gate Deletion,0.01,0.385,33.18,1,0,False
qaoa_n6.qasm,6,Gate Substitution,0.01,0.35,87.26,1,1,True
qaoa_n6.qasm,6,Multiple Gate Insertion,0.01,0.41,99.57,1,1,True
qaoa_n6.qasm,6,Normal,0.02,0.41,40.51,0,0,True
qaoa_n6.qasm,6,Gate Insertion,0.02,0.385,80.46,1,1,True
qaoa_n6.qasm,6,Gate Deletion,0.02,0.37,31.27,1,0,False
qaoa_n6.qasm,6,Gate Substitution,0.02,0.37,80.28,1,1,True
qaoa_n6.qasm,6,Multiple Gate Insertion,0.02,0.395,99.45,1,1,True
qaoa_n6.qasm,6,Normal,0.03,0.45,53.87,0,1,False
qaoa_n6.qasm,6,Gate Insertion,0.03,0.43,86.65,1,1,True
qaoa_n6.qasm,6,Gate Deletion,0.03,0.39,32.8,1,0,False
qaoa_n6.qasm,6,Gate Substitution,0.03,0.4,84.91,1,1,True
qaoa_n6.qasm,6,Multiple Gate Insertion,0.03,0.45,99.62,1,1,True
qaoa_n6.qasm,6,Normal,0.04,0.39,32.8,0,0,True
qaoa_n6.qasm,6,Gate Insertion,0.04,0.4,86.65,1,1,True
qaoa_n6.qasm,6,Gate Deletion,0.04,0.36,31.59,1,0,False
qaoa_n6.qasm,6,Gate Substitution,0.04,0.44,85.68,1,1,True
qaoa_n6.qasm,6,Multiple Gate Insertion,0.04,0.345,99.44,1,1,True
qaoa_n6.qasm,6,Normal,0.05,0.4,40.51,0,0,True
qaoa_n6.qasm,6,Gate Insertion,0.05,0.395,86.65,1,1,True
qaoa_n6.qasm,6,Gate Deletion,0.05,0.365,31.59,1,0,False
qaoa_n6.qasm,6,Gate Substitution,0.05,0.45,90.61,1,1,True
qaoa_n6.qasm,6,Multiple Gate Insertion,0.05,0.4,99.45,1,1,True
qec_en_n5.qasm,5,Normal,0.005,0.09,11.94,0,0,True
qec_en_n5.qasm,5,Gate Insertion,0.005,0.995,99.13,1,1,True
qec_en_n5.qasm,5,Gate Deletion,0.005,0.345,83.92,1,1,True
qec_en_n5.qasm,5,Gate Substitution,0.005,0.535,99.16,1,1,True
qec_en_n5.qasm,5,Multiple Gate Insertion,0.005,1.0,97.07,1,1,True
qec_en_n5.qasm,5,Normal,0.01,0.185,15.91,0,0,True
qec_en_n5.qasm,5,Gate Insertion,0.01,0.99,99.13,1,1,True
qec_en_n5.qasm,5,Gate Deletion,0.01,0.445,93.76,1,1,True
qec_en_n5.qasm,5,Gate Substitution,0.01,0.555,99.17,1,1,True
qec_en_n5.qasm,5,Multiple Gate Insertion,0.01,0.995,97.07,1,1,True
qec_en_n5.qasm,5,Normal,0.02,0.34,52.89,0,1,False
qec_en_n5.qasm,5,Gate Insertion,0.02,0.985,99.33,1,1,True
qec_en_n5.qasm,5,Gate Deletion,0.02,0.485,98.07,1,1,True
qec_en_n5.qasm,5,Gate Substitution,0.02,0.64,99.36,1,1,True
qec_en_n5.qasm,5,Multiple Gate Insertion,0.02,0.995,97.73,1,1,True
qec_en_n5.qasm,5,Normal,0.03,0.43,85.74,0,1,False
qec_en_n5.qasm,5,Gate Insertion,0.03,0.98,99.33,1,1,True
qec_en_n5.qasm,5,Gate Deletion,0.03,0.55,98.07,1,1,True
qec_en_n5.qasm,5,Gate Substitution,0.03,0.705,99.36,1,1,True
qec_en_n5.qasm,5,Multiple Gate Insertion,0.03,0.985,97.73,1,1,True
qec_en_n5.qasm,5,Normal,0.04,0.605,97.7,0,1,False
qec_en_n5.qasm,5,Gate Insertion,0.04,0.98,99.33,1,1,True
qec_en_n5.qasm,5,Gate Deletion,0.04,0.64,98.07,1,1,True
qec_en_n5.qasm,5,Gate Substitution,0.04,0.77,99.36,1,1,True
qec_en_n5.qasm,5,Multiple Gate Insertion,0.04,0.975,97.73,1,1,True
qec_en_n5.qasm,5,Normal,0.05,0.69,97.7,0,1,False
qec_en_n5.qasm,5,Gate Insertion,0.05,0.96,99.33,1,1,True
qec_en_n5.qasm,5,Gate Deletion,0.05,0.615,98.07,1,1,True
qec_en_n5.qasm,5,Gate Substitution,0.05,0.805,99.36,1,1,True
qec_en_n5.qasm,5,Multiple Gate Insertion,0.05,0.965,97.73,1,1,True
qft_n4.qasm,4,Normal,0.005,0.11,12.37,0,0,True
qft_n4.qasm,4,Gate Insertion,0.005,0.135,99.04,1,1,True
qft_n4.qasm,4,Gate Deletion,0.005,0.175,45.22,1,0,False
qft_n4.qasm,4,Gate Substitution,0.005,0.205,99.35,1,1,True
qft_n4.qasm,4,Multiple Gate Insertion,0.005,0.105,95.21,1,1,True
qft_n4.qasm,4,Normal,0.01,0.23,65.8,0,1,False
qft_n4.qasm,4,Gate Insertion,0.01,0.145,98.98,1,1,True
qft_n4.qasm,4,Gate Deletion,0.01,0.15,45.32,1,0,False
qft_n4.qasm,4,Gate Substitution,0.01,0.14,98.91,1,1,True
qft_n4.qasm,4,Multiple Gate Insertion,0.01,0.15,98.33,1,1,True
qft_n4.qasm,4,Normal,0.02,0.145,25.01,0,0,True
qft_n4.qasm,4,Gate Insertion,0.02,0.15,98.72,1,1,True
qft_n4.qasm,4,Gate Deletion,0.02,0.14,39.8,1,0,False
qft_n4.qasm,4,Gate Substitution,0.02,0.105,98.16,1,1,True
qft_n4.qasm,4,Multiple Gate Insertion,0.02,0.135,97.92,1,1,True
qft_n4.qasm,4,Normal,0.03,0.18,37.27,0,0,True
qft_n4.qasm,4,Gate Insertion,0.03,0.15,98.72,1,1,True
qft_n4.qasm,4,Gate Deletion,0.03,0.19,37.27,1,0,False
qft_n4.qasm,4,Gate Substitution,0.03,0.125,98.64,1,1,True
qft_n4.qasm,4,Multiple Gate Insertion,0.03,0.185,98.3,1,1,True
qft_n4.qasm,4,Normal,0.04,0.165,37.27,0,0,True
qft_n4.qasm,4,Gate Insertion,0.04,0.175,98.66,1,1,True
qft_n4.qasm,4,Gate Deletion,0.04,0.165,37.27,1,0,False
qft_n4.qasm,4,Gate Substitution,0.04,0.115,98.11,1,1,True
qft_n4.qasm,4,Multiple Gate Insertion,0.04,0.125,97.92,1,1,True
qft_n4.qasm,4,Normal,0.05,0.15,25.01,0,0,True
qft_n4.qasm,4,Gate Insertion,0.05,0.155,98.72,1,1,True
qft_n4.qasm,4,Gate Deletion,0.05,0.13,39.8,1,0,False
qft_n4.qasm,4,Gate Substitution,0.05,0.105,98.16,1,1,True
qft_n4.qasm,4,Multiple Gate Insertion,0.05,0.14,97.92,1,1,True
qpe_n9.qasm,9,Normal,0.005,0.24,52.68,0,1,False
qpe_n9.qasm,9,Gate Insertion,0.005,0.27,97.87,1,1,True
qpe_n9.qasm,9,Gate Deletion,0.005,0.465,97.45,1,1,True
qpe_n9.qasm,9,Gate Substitution,0.005,0.45,97.45,1,1,True
qpe_n9.qasm,9,Multiple Gate Insertion,0.005,0.255,98.58,1,1,True
qpe_n9.qasm,9,Normal,0.01,0.24,45.52,0,0,True
qpe_n9.qasm,9,Gate Insertion,0.01,0.26,97.32,1,1,True
qpe_n9.qasm,9,Gate Deletion,0.01,0.49,97.83,1,1,True
qpe_n9.qasm,9,Gate Substitution,0.01,0.355,82.98,1,1,True
qpe_n9.qasm,9,Multiple Gate Insertion,0.01,0.305,97.28,1,1,True
qpe_n9.qasm,9,Normal,0.02,0.295,66.3,0,1,False
qpe_n9.qasm,9,Gate Insertion,0.02,0.295,94.71,1,1,True
qpe_n9.qasm,9,Gate Deletion,0.02,0.43,90.66,1,1,True
qpe_n9.qasm,9,Gate Substitution,0.02,0.45,94.79,1,1,True
qpe_n9.qasm,9,Multiple Gate Insertion,0.02,0.325,95.62,1,1,True
qpe_n9.qasm,9,Normal,0.03,0.255,32.57,0,0,True
qpe_n9.qasm,9,Gate Insertion,0.03,0.23,96.79,1,1,True
qpe_n9.qasm,9,Gate Deletion,0.03,0.445,91.34,1,1,True
qpe_n9.qasm,9,Gate Substitution,0.03,0.465,94.79,1,1,True
qpe_n9.qasm,9,Multiple Gate Insertion,0.03,0.315,95.62,1,1,True
qpe_n9.qasm,9,Normal,0.04,0.29,66.3,0,1,False
qpe_n9.qasm,9,Gate Insertion,0.04,0.27,95.46,1,1,True
qpe_n9.qasm,9,Gate Deletion,0.04,0.42,90.66,1,1,True
qpe_n9.qasm,9,Gate Substitution,0.04,0.37,82.52,1,1,True
qpe_n9.qasm,9,Multiple Gate Insertion,0.04,0.295,95.62,1,1,True
qpe_n9.qasm,9,Normal,0.05,0.325,66.3,0,1,False
qpe_n9.qasm,9,Gate Insertion,0.05,0.25,95.46,1,1,True
qpe_n9.qasm,9,Gate Deletion,0.05,0.42,90.66,1,1,True
qpe_n9.qasm,9,Gate Substitution,0.05,0.455,94.79,1,1,True
qpe_n9.qasm,9,Multiple Gate Insertion,0.05,0.275,96.8,1,1,True
qrng_n4.qasm,4,Normal,0.005,0.145,26.12,0,0,True
qrng_n4.qasm,4,Gate Insertion,0.005,0.485,98.76,1,1,True
qrng_n4.qasm,4,Gate Deletion,0.005,0.515,98.76,1,1,True
qrng_n4.qasm,4,Gate Substitution,0.005,0.485,98.82,1,1,True
qrng_n4.qasm,4,Multiple Gate Insertion,0.005,0.495,98.82,1,1,True
qrng_n4.qasm,4,Normal,0.01,0.165,41.44,0,0,True
qrng_n4.qasm,4,Gate Insertion,0.01,0.49,98.78,1,1,True
qrng_n4.qasm,4,Gate Deletion,0.01,0.515,98.78,1,1,True
qrng_n4.qasm,4,Gate Substitution,0.01,0.485,98.84,1,1,True
qrng_n4.qasm,4,Multiple Gate Insertion,0.01,0.48,98.52,1,1,True
qrng_n4.qasm,4,Normal,0.02,0.155,19.26,0,0,True
qrng_n4.qasm,4,Gate Insertion,0.02,0.48,97.3,1,1,True
qrng_n4.qasm,4,Gate Deletion,0.02,0.515,99.06,1,1,True
qrng_n4.qasm,4,Gate Substitution,0.02,0.47,97.43,1,1,True
qrng_n4.qasm,4,Multiple Gate Insertion,0.02,0.485,99.11,1,1,True
qrng_n4.qasm,4,Normal,0.03,0.24,49.63,0,0,True
qrng_n4.qasm,4,Gate Insertion,0.03,0.465,97.3,1,1,True
qrng_n4.qasm,4,Gate Deletion,0.03,0.515,99.06,1,1,True
qrng_n4.qasm,4,Gate Substitution,0.03,0.455,97.43,1,1,True
qrng_n4.qasm,4,Multiple Gate Insertion,0.03,0.48,97.43,1,1,True
qrng_n4.qasm,4,Normal,0.04,0.155,19.26,0,0,True
qrng_n4.qasm,4,Gate Insertion,0.04,0.435,95.4,1,1,True
qrng_n4.qasm,4,Gate Deletion,0.04,0.52,99.06,1,1,True
qrng_n4.qasm,4,Gate Substitution,0.04,0.465,97.43,1,1,True
qrng_n4.qasm,4,Multiple Gate Insertion,0.04,0.46,97.43,1,1,True
qrng_n4.qasm,4,Normal,0.05,0.185,33.63,0,0,True
qrng_n4.qasm,4,Gate Insertion,0.05,0.465,97.3,1,1,True
qrng_n4.qasm,4,Gate Deletion,0.05,0.515,99.06,1,1,True
qrng_n4.qasm,4,Gate Substitution,0.05,0.455,97.43,1,1,True
qrng_n4.qasm,4,Multiple Gate Insertion,0.05,0.485,99.11,1,1,True
quantumwalks_n2.qasm,2,Normal,0.005,0.055,4.9,0,0,True
quantumwalks_n2.qasm,2,Gate Insertion,0.005,0.965,99.49,1,1,True
quantumwalks_n2.qasm,2,Gate Deletion,0.005,0.94,98.76,1,1,True
quantumwalks_n2.qasm,2,Gate Substitution,0.005,0.135,98.06,1,1,True
quantumwalks_n2.qasm,2,Multiple Gate Insertion,0.005,0.52,99.55,1,1,True
quantumwalks_n2.qasm,2,Normal,0.01,0.09,8.25,0,0,True
quantumwalks_n2.qasm,2,Gate Insertion,0.01,0.95,99.5,1,1,True
quantumwalks_n2.qasm,2,Gate Deletion,0.01,0.915,98.78,1,1,True
