circuit,attack_type,noise_rate,expected_label,prediction,correct_prediction,status,risk_level,risk_score,anomaly_probability,normal_probability,noise_tvd_baseline,observed_tvd,excess_tvd,calibrated_probability,num_qubits,depth,total_gates
deutsch_n2.qasm,Gate Deletion,0.05,1,1,1,ANOMALOUS,HIGH,72.51,94.47,5.53,0.4186,0.525,0.1064,72.51,2,4,6
deutsch_n2.qasm,Gate Substitution,0.05,1,1,1,ANOMALOUS,HIGH,72.21,94.47,5.53,0.4186,0.52,0.1014,72.21,2,5,7
deutsch_n2.qasm,Multiple Gate Insertion,0.05,1,1,1,ANOMALOUS,HIGH,92.71,98.04,1.96,0.4186,0.82,0.4014,92.71,2,6,9
dnn_n2.qasm,Normal,0.005,0,0,1,NORMAL,LOW,18.54,23.55,76.45,0.1857,0.22,0.0343,18.54,2,155,228
dnn_n2.qasm,Gate Insertion,0.005,1,1,1,ANOMALOUS,HIGH,71.41,98.64,1.36,0.1857,0.225,0.0393,71.41,2,156,229
dnn_n2.qasm,Gate Deletion,0.005,1,1,1,ANOMALOUS,MEDIUM,67.93,77.38,22.62,0.1857,0.415,0.2293,67.93,2,155,227
dnn_n2.qasm,Gate Substitution,0.005,1,1,1,ANOMALOUS,HIGH,77.75,97.41,2.59,0.1857,0.345,0.1593,77.75,2,155,228
dnn_n2.qasm,Multiple Gate Insertion,0.005,1,1,1,ANOMALOUS,HIGH,75.36,87.14,12.86,0.1857,0.425,0.2393,75.36,2,156,230
dnn_n2.qasm,Normal,0.01,0,0,1,NORMAL,LOW,14.06,20.09,79.91,0.2346,0.215,0.0,14.06,2,155,228
dnn_n2.qasm,Gate Insertion,0.01,1,1,1,ANOMALOUS,HIGH,74.13,98.15,1.85,0.2346,0.325,0.0904,74.13,2,156,229
dnn_n2.qasm,Gate Deletion,0.01,1,1,1,ANOMALOUS,MEDIUM,58.26,75.05,24.95,0.2346,0.33,0.0954,58.26,2,154,227
dnn_n2.qasm,Gate Substitution,0.01,1,0,0,NORMAL,MEDIUM,38.83,49.86,50.14,0.2346,0.3,0.0654,38.83,2,155,228
dnn_n2.qasm,Multiple Gate Insertion,0.01,1,1,1,ANOMALOUS,HIGH,76.9,97.39,2.61,0.2346,0.38,0.1454,76.9,2,157,230
dnn_n2.qasm,Normal,0.02,0,1,0,ANOMALOUS,MEDIUM,39.89,51.69,48.31,0.2982,0.36,0.0618,39.89,2,155,228
dnn_n2.qasm,Gate Insertion,0.02,1,1,1,ANOMALOUS,MEDIUM,59.0,76.85,23.15,0.2982,0.385,0.0868,59.0,2,156,229
dnn_n2.qasm,Gate Deletion,0.02,1,0,0,NORMAL,LOW,16.38,23.4,76.6,0.2982,0.295,0.0,16.38,2,155,227
dnn_n2.qasm,Gate Substitution,0.02,1,1,1,ANOMALOUS,MEDIUM,65.94,91.47,8.53,0.2982,0.33,0.0318,65.94,2,155,228
dnn_n2.qasm,Multiple Gate Insertion,0.02,1,1,1,ANOMALOUS,HIGH,79.04,98.18,1.82,0.2982,0.47,0.1718,79.04,2,157,230
dnn_n2.qasm,Normal,0.03,0,0,1,NORMAL,LOW,20.78,29.69,70.31,0.3458,0.31,0.0,20.78,2,155,228
dnn_n2.qasm,Gate Insertion,0.03,1,1,1,ANOMALOUS,MEDIUM,65.28,93.26,6.74,0.3458,0.305,0.0,65.28,2,156,229
dnn_n2.qasm,Gate Deletion,0.03,1,0,0,NORMAL,MEDIUM,36.48,47.47,52.53,0.3458,0.4,0.0542,36.48,2,154,227
dnn_n2.qasm,Gate Substitution,0.03,1,1,1,ANOMALOUS,MEDIUM,66.96,94.01,5.99,0.3458,0.365,0.0192,66.96,2,155,228
dnn_n2.qasm,Multiple Gate Insertion,0.03,1,1,1,ANOMALOUS,MEDIUM,68.22,97.45,2.55,0.3458,0.32,0.0,68.22,2,156,230
dnn_n2.qasm,Normal,0.04,0,0,1,NORMAL,LOW,11.11,15.87,84.13,0.3788,0.285,0.0,11.11,2,155,228
dnn_n2.qasm,Gate Insertion,0.04,1,1,1,ANOMALOUS,MEDIUM,42.85,61.22,38.78,0.3788,0.35,0.0,42.85,2,156,229
dnn_n2.qasm,Gate Deletion,0.04,1,1,1,ANOMALOUS,MEDIUM,41.78,59.69,40.31,0.3788,0.335,0.0,41.78,2,155,227
dnn_n2.qasm,Gate Substitution,0.04,1,1,1,ANOMALOUS,MEDIUM,68.28,97.44,2.56,0.3788,0.38,0.0012,68.28,2,155,228
dnn_n2.qasm,Multiple Gate Insertion,0.04,1,1,1,ANOMALOUS,MEDIUM,67.63,96.61,3.39,0.3788,0.29,0.0,67.63,2,156,230
dnn_n2.qasm,Normal,0.05,0,0,1,NORMAL,LOW,24.62,35.18,64.82,0.4186,0.345,0.0,24.62,2,155,228
dnn_n2.qasm,Gate Insertion,0.05,1,1,1,ANOMALOUS,MEDIUM,64.54,92.2,7.8,0.4186,0.39,0.0,64.54,2,156,229
dnn_n2.qasm,Gate Deletion,0.05,1,0,0,NORMAL,LOW,20.71,29.59,70.41,0.4186,0.265,0.0,20.71,2,155,227
dnn_n2.qasm,Gate Substitution,0.05,1,1,1,ANOMALOUS,MEDIUM,45.57,65.09,34.91,0.4186,0.35,0.0,45.57,2,155,228
dnn_n2.qasm,Multiple Gate Insertion,0.05,1,1,1,ANOMALOUS,MEDIUM,69.47,99.24,0.76,0.4186,0.415,0.0,69.47,2,157,230
dnn_n8.qasm,Normal,0.005,0,0,1,NORMAL,MEDIUM,43.82,23.66,76.34,0.1857,0.64,0.4543,43.82,8,173,1016
dnn_n8.qasm,Gate Insertion,0.005,1,1,1,ANOMALOUS,HIGH,98.74,98.2,1.8,0.1857,0.785,0.5993,98.74,8,174,1017
dnn_n8.qasm,Gate Deletion,0.005,1,0,0,NORMAL,MEDIUM,46.4,23.43,76.57,0.1857,0.69,0.5043,46.4,8,173,1015
dnn_n8.qasm,Gate Substitution,0.005,1,1,1,ANOMALOUS,HIGH,79.85,72.13,27.87,0.1857,0.675,0.4893,79.85,8,173,1016
dnn_n8.qasm,Multiple Gate Insertion,0.005,1,1,1,ANOMALOUS,HIGH,94.9,92.71,7.29,0.1857,0.735,0.5493,94.9,8,174,1018
dnn_n8.qasm,Normal,0.01,0,0,1,NORMAL,MEDIUM,44.63,23.43,76.57,0.2346,0.705,0.4704,44.63,8,173,1016
dnn_n8.qasm,Gate Insertion,0.01,1,1,1,ANOMALOUS,HIGH,98.48,97.82,2.18,0.2346,0.75,0.5154,98.48,8,174,1017
dnn_n8.qasm,Gate Deletion,0.01,1,0,0,NORMAL,MEDIUM,51.54,30.78,69.22,0.2346,0.81,0.5754,51.54,8,173,1015
dnn_n8.qasm,Gate Substitution,0.01,1,1,1,ANOMALOUS,HIGH,98.29,97.55,2.45,0.2346,0.755,0.5204,98.29,8,173,1016
dnn_n8.qasm,Multiple Gate Insertion,0.01,1,1,1,ANOMALOUS,HIGH,99.44,99.2,0.8,0.2346,0.8,0.5654,99.44,8,174,1018
dnn_n8.qasm,Normal,0.02,0,0,1,NORMAL,MEDIUM,51.57,32.8,67.2,0.2982,0.775,0.4768,51.57,8,173,1016
dnn_n8.qasm,Gate Insertion,0.02,1,1,1,ANOMALOUS,HIGH,91.61,91.72,8.28,0.2982,0.755,0.4568,91.61,8,174,1017
dnn_n8.qasm,Gate Deletion,0.02,1,1,1,ANOMALOUS,HIGH,89.32,87.15,12.85,0.2982,0.77,0.4718,89.32,8,173,1015
dnn_n8.qasm,Gate Substitution,0.02,1,1,1,ANOMALOUS,MEDIUM,65.53,50.76,49.24,0.2982,0.81,0.5118,65.53,8,173,1016
dnn_n8.qasm,Multiple Gate Insertion,0.02,1,1,1,ANOMALOUS,HIGH,97.87,97.66,2.34,0.2982,0.79,0.4918,97.87,8,175,1018
dnn_n8.qasm,Normal,0.03,0,0,1,NORMAL,MEDIUM,44.98,29.19,70.81,0.3458,0.755,0.4092,44.98,8,173,1016
dnn_n8.qasm,Gate Insertion,0.03,1,1,1,ANOMALOUS,HIGH,85.42,86.53,13.47,0.3458,0.76,0.4142,85.42,8,174,1017
dnn_n8.qasm,Gate Deletion,0.03,1,0,0,NORMAL,MEDIUM,48.71,33.23,66.77,0.3458,0.77,0.4242,48.71,8,173,1015
dnn_n8.qasm,Gate Substitution,0.03,1,1,1,ANOMALOUS,HIGH,92.54,92.84,7.16,0.3458,0.805,0.4592,92.54,8,173,1016
dnn_n8.qasm,Multiple Gate Insertion,0.03,1,1,1,ANOMALOUS,HIGH,95.65,98.57,1.43,0.3458,0.79,0.4442,95.65,8,174,1018
dnn_n8.qasm,Normal,0.04,0,0,1,NORMAL,MEDIUM,48.39,35.17,64.83,0.3788,0.775,0.3962,48.39,8,173,1016
dnn_n8.qasm,Gate Insertion,0.04,1,1,1,ANOMALOUS,HIGH,82.7,85.9,14.1,0.3788,0.755,0.3762,82.7,8,174,1017
dnn_n8.qasm,Gate Deletion,0.04,1,0,0,NORMAL,MEDIUM,48.99,35.17,64.83,0.3788,0.785,0.4062,48.99,8,173,1015
dnn_n8.qasm,Gate Substitution,0.04,1,0,0,NORMAL,MEDIUM,56.27,49.86,50.14,0.3788,0.735,0.3562,56.27,8,173,1016
dnn_n8.qasm,Multiple Gate Insertion,0.04,1,1,1,ANOMALOUS,HIGH,87.27,90.72,9.28,0.3788,0.775,0.3962,87.27,8,174,1018
dnn_n8.qasm,Normal,0.05,0,0,1,NORMAL,MEDIUM,38.3,28.01,71.99,0.4186,0.73,0.3114,38.3,8,173,1016
dnn_n8.qasm,Gate Insertion,0.05,1,1,1,ANOMALOUS,HIGH,84.99,90.43,9.57,0.4186,0.78,0.3614,84.99,8,174,1017
dnn_n8.qasm,Gate Deletion,0.05,1,0,0,NORMAL,MEDIUM,42.57,31.11,68.89,0.4186,0.765,0.3464,42.57,8,173,1015
dnn_n8.qasm,Gate Substitution,0.05,1,0,0,NORMAL,MEDIUM,52.53,44.49,55.51,0.4186,0.775,0.3564,52.53,8,173,1016
dnn_n8.qasm,Multiple Gate Insertion,0.05,1,1,1,ANOMALOUS,HIGH,88.45,97.1,2.9,0.4186,0.76,0.3414,88.45,8,174,1018
error_correctiond3_n5.qasm,Normal,0.005,0,0,1,NORMAL,MEDIUM,39.58,42.03,57.97,0.1857,0.355,0.1693,39.58,5,78,119
error_correctiond3_n5.qasm,Gate Insertion,0.005,1,1,1,ANOMALOUS,HIGH,97.13,95.9,4.1,0.1857,0.77,0.5843,97.13,5,79,120
error_correctiond3_n5.qasm,Gate Deletion,0.005,1,1,1,ANOMALOUS,MEDIUM,48.46,56.43,43.57,0.1857,0.335,0.1493,48.46,5,77,118
error_correctiond3_n5.qasm,Gate Substitution,0.005,1,1,1,ANOMALOUS,HIGH,86.5,95.77,4.23,0.1857,0.51,0.3243,86.5,5,78,119
error_correctiond3_n5.qasm,Multiple Gate Insertion,0.005,1,1,1,ANOMALOUS,HIGH,86.21,92.79,7.21,0.1857,0.54,0.3543,86.21,5,79,121
error_correctiond3_n5.qasm,Normal,0.01,0,0,1,NORMAL,MEDIUM,36.35,42.03,57.97,0.2346,0.35,0.1154,36.35,5,78,119
error_correctiond3_n5.qasm,Gate Insertion,0.01,1,1,1,ANOMALOUS,HIGH,74.77,97.35,2.65,0.2346,0.345,0.1104,74.77,5,78,120
error_correctiond3_n5.qasm,Gate Deletion,0.01,1,1,1,ANOMALOUS,MEDIUM,61.83,59.58,40.42,0.2346,0.57,0.3354,61.83,5,78,118
error_correctiond3_n5.qasm,Gate Substitution,0.01,1,1,1,ANOMALOUS,HIGH,88.83,92.57,7.43,0.2346,0.635,0.4004,88.83,5,78,119
error_correctiond3_n5.qasm,Multiple Gate Insertion,0.01,1,1,1,ANOMALOUS,HIGH,74.82,90.98,9.02,0.2346,0.42,0.1854,74.82,5,78,121
error_correctiond3_n5.qasm,Normal,0.02,0,1,0,ANOMALOUS,MEDIUM,45.9,50.41,49.59,0.2982,0.475,0.1768,45.9,5,78,119
error_correctiond3_n5.qasm,Gate Insertion,0.02,1,1,1,ANOMALOUS,MEDIUM,51.39,55.25,44.75,0.2982,0.51,0.2118,51.39,5,78,120
error_correctiond3_n5.qasm,Gate Deletion,0.02,1,1,1,ANOMALOUS,MEDIUM,54.39,55.25,44.75,0.2982,0.56,0.2618,54.39,5,77,118
error_correctiond3_n5.qasm,Gate Substitution,0.02,1,1,1,ANOMALOUS,MEDIUM,48.84,55.04,44.96,0.2982,0.47,0.1718,48.84,5,78,119
error_correctiond3_n5.qasm,Multiple Gate Insertion,0.02,1,1,1,ANOMALOUS,HIGH,78.93,95.89,4.11,0.2982,0.495,0.1968,78.93,5,79,121
error_correctiond3_n5.qasm,Normal,0.03,0,1,0,ANOMALOUS,MEDIUM,48.16,53.88,46.12,0.3458,0.52,0.1742,48.16,5,78,119
error_correctiond3_n5.qasm,Gate Insertion,0.03,1,1,1,ANOMALOUS,MEDIUM,49.06,53.88,46.12,0.3458,0.535,0.1892,49.06,5,78,120
error_correctiond3_n5.qasm,Gate Deletion,0.03,1,1,1,ANOMALOUS,MEDIUM,48.16,53.88,46.12,0.3458,0.52,0.1742,48.16,5,78,118
error_correctiond3_n5.qasm,Gate Substitution,0.03,1,1,1,ANOMALOUS,HIGH,75.16,91.58,8.42,0.3458,0.53,0.1842,75.16,5,78,119
error_correctiond3_n5.qasm,Multiple Gate Insertion,0.03,1,1,1,ANOMALOUS,MEDIUM,55.95,63.29,36.71,0.3458,0.54,0.1942,55.95,5,80,121
error_correctiond3_n5.qasm,Normal,0.04,0,1,0,ANOMALOUS,MEDIUM,44.08,52.16,47.84,0.3788,0.505,0.1262,44.08,5,78,119
error_correctiond3_n5.qasm,Gate Insertion,0.04,1,1,1,ANOMALOUS,MEDIUM,43.78,52.16,47.84,0.3788,0.5,0.1212,43.78,5,78,120
error_correctiond3_n5.qasm,Gate Deletion,0.04,1,0,0,NORMAL,MEDIUM,35.18,45.02,54.98,0.3788,0.44,0.0612,35.18,5,78,118
error_correctiond3_n5.qasm,Gate Substitution,0.04,1,1,1,ANOMALOUS,HIGH,76.09,91.04,8.96,0.3788,0.585,0.2062,76.09,5,78,119
error_correctiond3_n5.qasm,Multiple Gate Insertion,0.04,1,1,1,ANOMALOUS,HIGH,77.41,90.77,9.23,0.3788,0.61,0.2312,77.41,5,78,121
error_correctiond3_n5.qasm,Normal,0.05,0,1,0,ANOMALOUS,MEDIUM,42.6,52.16,47.84,0.4186,0.52,0.1014,42.6,5,78,119
error_correctiond3_n5.qasm,Gate Insertion,0.05,1,1,1,ANOMALOUS,MEDIUM,69.21,91.04,8.96,0.4186,0.51,0.0914,69.21,5,79,120
error_correctiond3_n5.qasm,Gate Deletion,0.05,1,0,0,NORMAL,MEDIUM,37.1,47.3,52.7,0.4186,0.485,0.0664,37.1,5,77,118
error_correctiond3_n5.qasm,Gate Substitution,0.05,1,1,1,ANOMALOUS,MEDIUM,39.75,51.95,48.05,0.4186,0.475,0.0564,39.75,5,78,119
error_correctiond3_n5.qasm,Multiple Gate Insertion,0.05,1,0,0,NORMAL,MEDIUM,35.77,47.97,52.03,0.4186,0.455,0.0364,35.77,5,79,121
fredkin_n3.qasm,Normal,0.005,0,0,1,NORMAL,LOW,5.98,8.55,91.45,0.1857,0.09,0.0,5.98,3,12,22
fredkin_n3.qasm,Gate Insertion,0.005,1,1,1,ANOMALOUS,HIGH,86.29,94.18,5.82,0.1857,0.525,0.3393,86.29,3,12,23
fredkin_n3.qasm,Gate Deletion,0.005,1,1,1,ANOMALOUS,HIGH,84.86,94.72,5.28,0.1857,0.495,0.3093,84.86,3,12,21
fredkin_n3.qasm,Gate Substitution,0.005,1,1,1,ANOMALOUS,HIGH,99.73,99.61,0.39,0.1857,0.99,0.8043,99.73,3,12,22
fredkin_n3.qasm,Multiple Gate Insertion,0.005,1,1,1,ANOMALOUS,HIGH,86.77,94.45,5.55,0.1857,0.53,0.3443,86.77,3,12,24
fredkin_n3.qasm,Normal,0.01,0,0,1,NORMAL,LOW,7.63,10.91,89.09,0.2346,0.12,0.0,7.63,3,12,22
fredkin_n3.qasm,Gate Insertion,0.01,1,1,1,ANOMALOUS,HIGH,85.75,94.18,5.82,0.2346,0.565,0.3304,85.75,3,12,23
fredkin_n3.qasm,Gate Deletion,0.01,1,1,1,ANOMALOUS,HIGH,98.89,98.41,1.59,0.2346,0.985,0.7504,98.89,3,11,21
fredkin_n3.qasm,Gate Substitution,0.01,1,1,1,ANOMALOUS,HIGH,83.65,94.18,5.82,0.2346,0.53,0.2954,83.65,3,12,22
fredkin_n3.qasm,Multiple Gate Insertion,0.01,1,1,1,ANOMALOUS,HIGH,89.37,98.91,1.09,0.2346,0.57,0.3354,89.37,3,13,24
fredkin_n3.qasm,Normal,0.02,0,0,1,NORMAL,LOW,10.87,15.52,84.48,0.2982,0.21,0.0,10.87,3,12,22
fredkin_n3.qasm,Gate Insertion,0.02,1,1,1,ANOMALOUS,MEDIUM,68.62,98.02,1.98,0.2982,0.245,0.0,68.62,3,13,23
fredkin_n3.qasm,Gate Deletion,0.02,1,1,1,ANOMALOUS,HIGH,91.54,95.47,4.53,0.2982,0.71,0.4118,91.54,3,11,21
fredkin_n3.qasm,Gate Substitution,0.02,1,1,1,ANOMALOUS,HIGH,99.69,99.56,0.44,0.2982,0.835,0.5368,99.69,3,12,22
fredkin_n3.qasm,Multiple Gate Insertion,0.02,1,1,1,ANOMALOUS,HIGH,98.36,97.66,2.34,0.2982,0.92,0.6218,98.36,3,13,24
fredkin_n3.qasm,Normal,0.03,0,0,1,NORMAL,MEDIUM,31.5,45.0,55.0,0.3458,0.33,0.0,31.5,3,12,22
fredkin_n3.qasm,Gate Insertion,0.03,1,1,1,ANOMALOUS,HIGH,98.26,97.51,2.49,0.3458,0.95,0.6042,98.26,3,13,23
fredkin_n3.qasm,Gate Deletion,0.03,1,1,1,ANOMALOUS,MEDIUM,56.36,73.73,26.27,0.3458,0.425,0.0792,56.36,3,12,21
fredkin_n3.qasm,Gate Substitution,0.03,1,1,1,ANOMALOUS,HIGH,79.63,88.55,11.45,0.3458,0.64,0.2942,79.63,3,12,22
fredkin_n3.qasm,Multiple Gate Insertion,0.03,1,1,1,ANOMALOUS,MEDIUM,63.8,89.92,10.08,0.3458,0.36,0.0142,63.8,3,12,24
fredkin_n3.qasm,Normal,0.04,0,1,0,ANOMALOUS,MEDIUM,42.35,59.54,40.46,0.3788,0.39,0.0112,42.35,3,12,22
fredkin_n3.qasm,Gate Insertion,0.04,1,1,1,ANOMALOUS,HIGH,98.02,97.5,2.5,0.3788,0.875,0.4962,98.02,3,13,23
fredkin_n3.qasm,Gate Deletion,0.04,1,1,1,ANOMALOUS,HIGH,84.26,93.28,6.72,0.3788,0.695,0.3162,84.26,3,12,21
fredkin_n3.qasm,Gate Substitution,0.04,1,1,1,ANOMALOUS,HIGH,99.42,99.17,0.83,0.3788,0.95,0.5712,99.42,3,12,22
fredkin_n3.qasm,Multiple Gate Insertion,0.04,1,1,1,ANOMALOUS,HIGH,81.78,91.86,8.14,0.3788,0.67,0.2912,81.78,3,14,24
fredkin_n3.qasm,Normal,0.05,0,1,0,ANOMALOUS,MEDIUM,66.0,84.31,15.69,0.4186,0.535,0.1164,66.0,3,12,22
fredkin_n3.qasm,Gate Insertion,0.05,1,1,1,ANOMALOUS,HIGH,95.91,99.18,0.82,0.4186,0.86,0.4414,95.91,3,13,23
fredkin_n3.qasm,Gate Deletion,0.05,1,1,1,ANOMALOUS,HIGH,91.16,97.53,2.47,0.4186,0.8,0.3814,91.16,3,11,21
fredkin_n3.qasm,Gate Substitution,0.05,1,1,1,ANOMALOUS,HIGH,92.31,99.17,0.83,0.4186,0.8,0.3814,92.31,3,12,22
fredkin_n3.qasm,Multiple Gate Insertion,0.05,1,1,1,ANOMALOUS,HIGH,99.69,99.55,0.45,0.4186,0.935,0.5164,99.69,3,12,24
grover_n2.qasm,Normal,0.005,0,0,1,NORMAL,LOW,4.31,6.16,93.84,0.1857,0.075,0.0,4.31,2,12,18
grover_n2.qasm,Gate Insertion,0.005,1,1,1,ANOMALOUS,HIGH,99.03,98.62,1.38,0.1857,0.975,0.7893,99.03,2,13,19
grover_n2.qasm,Gate Deletion,0.005,1,0,0,NORMAL,LOW,5.39,7.71,92.29,0.1857,0.05,0.0,5.39,2,12,17
grover_n2.qasm,Gate Substitution,0.005,1,1,1,ANOMALOUS,HIGH,86.62,96.37,3.63,0.1857,0.505,0.3193,86.62,2,12,18
grover_n2.qasm,Multiple Gate Insertion,0.005,1,1,1,ANOMALOUS,MEDIUM,68.35,97.65,2.35,0.1857,0.06,0.0,68.35,2,13,20
grover_n2.qasm,Normal,0.01,0,0,1,NORMAL,LOW,4.31,6.16,93.84,0.2346,0.065,0.0,4.31,2,12,18
grover_n2.qasm,Gate Insertion,0.01,1,1,1,ANOMALOUS,MEDIUM,67.07,95.82,4.18,0.2346,0.105,0.0,67.07,2,12,19
grover_n2.qasm,Gate Deletion,0.01,1,1,1,ANOMALOUS,HIGH,82.0,95.25,4.75,0.2346,0.49,0.2554,82.0,2,11,17
grover_n2.qasm,Gate Substitution,0.01,1,1,1,ANOMALOUS,HIGH,87.81,99.26,0.74,0.2346,0.54,0.3054,87.81,2,12,18
grover_n2.qasm,Multiple Gate Insertion,0.01,1,1,1,ANOMALOUS,HIGH,86.7,98.11,1.89,0.2346,0.535,0.3004,86.7,2,14,20
grover_n2.qasm,Normal,0.02,0,0,1,NORMAL,LOW,11.72,16.75,83.25,0.2982,0.245,0.0,11.72,2,12,18
grover_n2.qasm,Gate Insertion,0.02,1,1,1,ANOMALOUS,HIGH,98.68,98.11,1.89,0.2982,0.92,0.6218,98.68,2,13,19
grover_n2.qasm,Gate Deletion,0.02,1,1,1,ANOMALOUS,HIGH,81.11,95.57,4.43,0.2982,0.535,0.2368,81.11,2,11,17
grover_n2.qasm,Gate Substitution,0.02,1,1,1,ANOMALOUS,HIGH,87.15,98.19,1.81,0.2982,0.605,0.3068,87.15,2,12,18
grover_n2.qasm,Multiple Gate Insertion,0.02,1,1,1,ANOMALOUS,HIGH,99.87,99.82,0.18,0.2982,0.89,0.5918,99.87,2,14,20
grover_n2.qasm,Normal,0.03,0,0,1,NORMAL,LOW,9.35,13.36,86.64,0.3458,0.265,0.0,9.35,2,12,18
grover_n2.qasm,Gate Insertion,0.03,1,1,1,ANOMALOUS,HIGH,99.58,99.4,0.6,0.3458,0.875,0.5292,99.58,2,13,19
grover_n2.qasm,Gate Deletion,0.03,1,1,1,ANOMALOUS,HIGH,81.9,94.36,5.64,0.3458,0.61,0.2642,81.9,2,11,17
grover_n2.qasm,Gate Substitution,0.03,1,1,1,ANOMALOUS,HIGH,99.55,99.35,0.65,0.3458,0.915,0.5692,99.55,2,12,18
grover_n2.qasm,Multiple Gate Insertion,0.03,1,1,1,ANOMALOUS,HIGH,99.87,99.82,0.18,0.3458,0.91,0.5642,99.87,2,13,20
grover_n2.qasm,Normal,0.04,0,0,1,NORMAL,LOW,20.16,28.8,71.2,0.3788,0.305,0.0,20.16,2,12,18
grover_n2.qasm,Gate Insertion,0.04,1,1,1,ANOMALOUS,MEDIUM,68.95,98.5,1.5,0.3788,0.345,0.0,68.95,2,13,19
grover_n2.qasm,Gate Deletion,0.04,1,1,1,ANOMALOUS,HIGH,97.29,96.13,3.87,0.3788,0.885,0.5062,97.29,2,12,17
grover_n2.qasm,Gate Substitution,0.04,1,1,1,ANOMALOUS,HIGH,81.73,96.94,3.06,0.3788,0.61,0.2312,81.73,2,12,18
grover_n2.qasm,Multiple Gate Insertion,0.04,1,1,1,ANOMALOUS,HIGH,78.78,94.87,5.13,0.3788,0.585,0.2062,78.78,2,14,20
grover_n2.qasm,Normal,0.05,0,1,0,ANOMALOUS,MEDIUM,50.59,72.27,27.73,0.4186,0.385,0.0,50.59,2,12,18
grover_n2.qasm,Gate Insertion,0.05,1,1,1,ANOMALOUS,MEDIUM,67.32,96.17,3.83,0.4186,0.4,0.0,67.32,2,12,19
grover_n2.qasm,Gate Deletion,0.05,1,1,1,ANOMALOUS,HIGH,75.59,92.0,8.0,0.4186,0.605,0.1864,75.59,2,11,17
grover_n2.qasm,Gate Substitution,0.05,1,1,1,ANOMALOUS,HIGH,94.34,98.64,1.36,0.4186,0.84,0.4214,94.34,2,12,18
grover_n2.qasm,Multiple Gate Insertion,0.05,1,1,1,ANOMALOUS,HIGH,71.85,98.66,1.34,0.4186,0.465,0.0464,71.85,2,14,20
hhl_n7.qasm,Normal,0.005,0,0,1,NORMAL,MEDIUM,54.81,35.44,64.56,0.1857,0.915,0.7293,54.81,7,551,696
hhl_n7.qasm,Gate Insertion,0.005,1,1,1,ANOMALOUS,HIGH,92.34,89.06,10.94,0.1857,0.955,0.7693,92.34,7,552,697
hhl_n7.qasm,Gate Deletion,0.005,1,1,1,ANOMALOUS,HIGH,77.61,68.01,31.99,0.1857,0.86,0.6743,77.61,7,550,695
hhl_n7.qasm,Gate Substitution,0.005,1,1,1,ANOMALOUS,HIGH,96.43,94.9,5.1,0.1857,0.88,0.6943,96.43,7,551,696
hhl_n7.qasm,Multiple Gate Insertion,0.005,1,1,1,ANOMALOUS,HIGH,97.0,95.72,4.28,0.1857,0.925,0.7393,97.0,7,552,698
hhl_n7.qasm,Normal,0.01,0,0,1,NORMAL,MEDIUM,54.81,35.44,64.56,0.2346,0.935,0.7004,54.81,7,551,696
hhl_n7.qasm,Gate Insertion,0.01,1,1,1,ANOMALOUS,HIGH,75.84,65.49,34.51,0.2346,0.95,0.7154,75.84,7,552,697
hhl_n7.qasm,Gate Deletion,0.01,1,1,1,ANOMALOUS,HIGH,77.61,68.01,31.99,0.2346,0.925,0.6904,77.61,7,550,695
hhl_n7.qasm,Gate Substitution,0.01,1,1,1,ANOMALOUS,HIGH,79.13,70.19,29.81,0.2346,0.96,0.7254,79.13,7,551,696
hhl_n7.qasm,Multiple Gate Insertion,0.01,1,1,1,ANOMALOUS,HIGH,98.08,97.25,2.75,0.2346,0.98,0.7454,98.08,7,552,698
hhl_n7.qasm,Normal,0.02,0,0,1,NORMAL,MEDIUM,56.09,37.28,62.72,0.2982,0.945,0.6468,56.09,7,551,696
hhl_n7.qasm,Gate Insertion,0.02,1,1,1,ANOMALOUS,HIGH,97.39,96.27,3.73,0.2982,0.97,0.6718,97.39,7,552,697
hhl_n7.qasm,Gate Deletion,0.02,1,0,0,NORMAL,MEDIUM,56.09,37.28,62.72,0.2982,0.97,0.6718,56.09,7,551,695
hhl_n7.qasm,Gate Substitution,0.02,1,1,1,ANOMALOUS,HIGH,90.03,85.76,14.24,0.2982,0.945,0.6468,90.03,7,551,696
hhl_n7.qasm,Multiple Gate Insertion,0.02,1,1,1,ANOMALOUS,HIGH,96.79,95.42,4.58,0.2982,0.94,0.6418,96.79,7,552,698
hhl_n7.qasm,Normal,0.03,0,0,1,NORMAL,MEDIUM,56.41,37.73,62.27,0.3458,0.975,0.6292,56.41,7,551,696
hhl_n7.qasm,Gate Insertion,0.03,1,1,1,ANOMALOUS,HIGH,96.85,95.5,4.5,0.3458,0.955,0.6092,96.85,7,552,697
hhl_n7.qasm,Gate Deletion,0.03,1,1,1,ANOMALOUS,HIGH,91.5,87.85,12.15,0.3458,0.975,0.6292,91.5,7,550,695
hhl_n7.qasm,Gate Substitution,0.03,1,1,1,ANOMALOUS,HIGH,90.2,86.0,14.0,0.3458,0.97,0.6242,90.2,7,551,696
hhl_n7.qasm,Multiple Gate Insertion,0.03,1,1,1,ANOMALOUS,HIGH,99.21,98.87,1.13,0.3458,0.995,0.6492,99.21,7,552,698
hhl_n7.qasm,Normal,0.04,0,0,1,NORMAL,MEDIUM,56.39,37.71,62.29,0.3788,0.985,0.6062,56.39,7,551,696
