circuit,attack_type,noise_rate,expected_label,prediction,correct_prediction,status,risk_level,risk_score,anomaly_probability,normal_probability,noise_tvd_baseline,observed_tvd,excess_tvd,calibrated_probability,num_qubits,depth,total_gates
qft_n4.qasm,Gate Substitution,0.03,1,1,1,ANOMALOUS,MEDIUM,66.49,94.99,5.01,0.3458,0.14,0.0,66.49,4,9,16
qft_n4.qasm,Multiple Gate Insertion,0.03,1,1,1,ANOMALOUS,MEDIUM,66.42,94.89,5.11,0.3458,0.13,0.0,66.42,4,10,18
qft_n4.qasm,Normal,0.04,0,0,1,NORMAL,LOW,18.66,26.65,73.35,0.3788,0.135,0.0,18.66,4,9,16
qft_n4.qasm,Gate Insertion,0.04,1,1,1,ANOMALOUS,HIGH,70.65,92.25,7.75,0.3788,0.48,0.1012,70.65,4,10,17
qft_n4.qasm,Gate Deletion,0.04,1,0,0,NORMAL,LOW,25.69,36.71,63.29,0.3788,0.155,0.0,25.69,4,8,15
qft_n4.qasm,Gate Substitution,0.04,1,1,1,ANOMALOUS,HIGH,74.77,98.99,1.01,0.3788,0.47,0.0912,74.77,4,9,16
qft_n4.qasm,Multiple Gate Insertion,0.04,1,1,1,ANOMALOUS,MEDIUM,69.41,99.16,0.84,0.3788,0.12,0.0,69.41,4,10,18
qft_n4.qasm,Normal,0.05,0,0,1,NORMAL,LOW,14.13,20.19,79.81,0.4186,0.105,0.0,14.13,4,9,16
qft_n4.qasm,Gate Insertion,0.05,1,0,0,NORMAL,LOW,18.66,26.65,73.35,0.4186,0.155,0.0,18.66,4,10,17
qft_n4.qasm,Gate Deletion,0.05,1,1,1,ANOMALOUS,MEDIUM,68.99,92.86,7.14,0.4186,0.485,0.0664,68.99,4,9,15
qft_n4.qasm,Gate Substitution,0.05,1,1,1,ANOMALOUS,HIGH,74.72,98.47,1.53,0.4186,0.515,0.0964,74.72,4,9,16
qft_n4.qasm,Multiple Gate Insertion,0.05,1,1,1,ANOMALOUS,MEDIUM,68.47,97.82,2.18,0.4186,0.17,0.0,68.47,4,9,18
qpe_n9.qasm,Normal,0.005,0,1,0,ANOMALOUS,MEDIUM,50.87,63.73,36.27,0.1857,0.29,0.1043,50.87,9,21,39
qpe_n9.qasm,Gate Insertion,0.005,1,1,1,ANOMALOUS,HIGH,75.2,99.34,0.66,0.1857,0.28,0.0943,75.2,9,21,40
qpe_n9.qasm,Gate Deletion,0.005,1,1,1,ANOMALOUS,HIGH,76.88,92.74,7.26,0.1857,0.385,0.1993,76.88,9,21,38
qpe_n9.qasm,Gate Substitution,0.005,1,1,1,ANOMALOUS,HIGH,74.36,89.57,10.43,0.1857,0.38,0.1943,74.36,9,21,39
qpe_n9.qasm,Multiple Gate Insertion,0.005,1,1,1,ANOMALOUS,HIGH,88.21,99.06,0.94,0.1857,0.5,0.3143,88.21,9,22,41
qpe_n9.qasm,Normal,0.01,0,1,0,ANOMALOUS,MEDIUM,42.55,57.31,42.69,0.2346,0.275,0.0404,42.55,9,21,39
qpe_n9.qasm,Gate Insertion,0.01,1,1,1,ANOMALOUS,MEDIUM,37.45,51.75,48.25,0.2346,0.255,0.0204,37.45,9,21,40
qpe_n9.qasm,Gate Deletion,0.01,1,1,1,ANOMALOUS,HIGH,77.83,93.14,6.86,0.2346,0.445,0.2104,77.83,9,21,38
qpe_n9.qasm,Gate Substitution,0.01,1,1,1,ANOMALOUS,MEDIUM,42.85,57.31,42.69,0.2346,0.28,0.0454,42.85,9,21,39
qpe_n9.qasm,Multiple Gate Insertion,0.01,1,1,1,ANOMALOUS,HIGH,79.55,98.18,1.82,0.2346,0.415,0.1804,79.55,9,22,41
qpe_n9.qasm,Normal,0.02,0,0,1,NORMAL,LOW,28.75,41.08,58.92,0.2982,0.24,0.0,28.75,9,21,39
qpe_n9.qasm,Gate Insertion,0.02,1,1,1,ANOMALOUS,HIGH,74.09,97.11,2.89,0.2982,0.4,0.1018,74.09,9,22,40
qpe_n9.qasm,Gate Deletion,0.02,1,1,1,ANOMALOUS,MEDIUM,57.94,79.18,20.82,0.2982,0.34,0.0418,57.94,9,21,38
qpe_n9.qasm,Gate Substitution,0.02,1,1,1,ANOMALOUS,HIGH,75.81,97.0,3.0,0.2982,0.43,0.1318,75.81,9,21,39
qpe_n9.qasm,Multiple Gate Insertion,0.02,1,1,1,ANOMALOUS,HIGH,70.71,97.0,3.0,0.2982,0.345,0.0468,70.71,9,22,41
qpe_n9.qasm,Normal,0.03,0,0,1,NORMAL,LOW,23.78,33.97,66.03,0.3458,0.255,0.0,23.78,9,21,39
qpe_n9.qasm,Gate Insertion,0.03,1,1,1,ANOMALOUS,MEDIUM,68.03,97.19,2.81,0.3458,0.28,0.0,68.03,9,21,40
qpe_n9.qasm,Gate Deletion,0.03,1,1,1,ANOMALOUS,MEDIUM,62.57,85.59,14.41,0.3458,0.39,0.0442,62.57,9,21,38
qpe_n9.qasm,Gate Substitution,0.03,1,1,1,ANOMALOUS,MEDIUM,42.86,61.23,38.77,0.3458,0.32,0.0,42.86,9,21,39
qpe_n9.qasm,Multiple Gate Insertion,0.03,1,1,1,ANOMALOUS,HIGH,81.23,99.4,0.6,0.3458,0.54,0.1942,81.23,9,22,41
qpe_n9.qasm,Normal,0.04,0,0,1,NORMAL,LOW,24.92,35.6,64.4,0.3788,0.285,0.0,24.92,9,21,39
qpe_n9.qasm,Gate Insertion,0.04,1,0,0,NORMAL,LOW,24.92,35.6,64.4,0.3788,0.28,0.0,24.92,9,21,40
qpe_n9.qasm,Gate Deletion,0.04,1,1,1,ANOMALOUS,MEDIUM,50.08,71.54,28.46,0.3788,0.335,0.0,50.08,9,20,38
qpe_n9.qasm,Gate Substitution,0.04,1,1,1,ANOMALOUS,MEDIUM,69.08,98.69,1.31,0.3788,0.26,0.0,69.08,9,21,39
qpe_n9.qasm,Multiple Gate Insertion,0.04,1,0,0,NORMAL,LOW,24.6,35.15,64.85,0.3788,0.25,0.0,24.6,9,23,41
qpe_n9.qasm,Normal,0.05,0,0,1,NORMAL,LOW,22.45,32.07,67.93,0.4186,0.265,0.0,22.45,9,21,39
qpe_n9.qasm,Gate Insertion,0.05,1,0,0,NORMAL,LOW,27.18,38.82,61.18,0.4186,0.285,0.0,27.18,9,21,40
qpe_n9.qasm,Gate Deletion,0.05,1,1,1,ANOMALOUS,MEDIUM,55.72,79.61,20.39,0.4186,0.375,0.0,55.72,9,20,38
qpe_n9.qasm,Gate Substitution,0.05,1,1,1,ANOMALOUS,MEDIUM,66.46,94.94,5.06,0.4186,0.395,0.0,66.46,9,21,39
qpe_n9.qasm,Multiple Gate Insertion,0.05,1,1,1,ANOMALOUS,MEDIUM,67.97,96.12,3.88,0.4186,0.43,0.0114,67.97,9,22,41
